2023/07/12 19:11:19,Not Detected
2023/07/12 19:11:20,Not Detected
2023/07/12 19:11:21,Not Detected
2023/07/12 19:11:22,Not Detected
2023/07/12 19:11:23,Not Detected
2023/07/12 19:11:24,Not Detected
2023/07/12 19:11:25,Not Detected
2023/07/12 19:11:26,Not Detected
2023/07/12 19:11:27,Not Detected
2023/07/12 19:11:28,Not Detected
2023/07/12 19:11:29,Not Detected
2023/07/12 19:11:30,Not Detected
2023/07/12 19:11:31,Detected
2023/07/12 19:11:32,Not Detected
2023/07/12 19:11:33,Not Detected
2023/07/12 19:11:34,Not Detected
2023/07/12 19:11:35,Not Detected
2023/07/12 19:11:36,Detected
2023/07/12 19:11:37,Not Detected
2023/07/12 19:11:38,Not Detected
2023/07/12 19:11:39,Not Detected
2023/07/12 19:11:40,Detected
2023/07/12 19:11:41,Not Detected
2023/07/12 19:11:42,Not Detected
2023/07/12 19:11:43,Not Detected
2023/07/12 19:11:44,Detected
2023/07/12 19:11:45,Detected
2023/07/12 19:11:46,Not Detected
2023/07/12 19:11:47,Not Detected
2023/07/12 19:11:48,Not Detected
2023/07/12 19:11:49,Not Detected
2023/07/12 19:11:50,Not Detected
2023/07/12 19:11:51,Not Detected
2023/07/12 19:11:52,Not Detected
2023/07/12 19:11:53,Detected
2023/07/12 19:11:54,Not Detected
2023/07/12 19:11:55,Not Detected
2023/07/12 19:11:56,Not Detected
2023/07/12 19:11:57,Detected
2023/07/12 19:11:58,Not Detected
2023/07/12 19:11:59,Not Detected
2023/07/12 19:12:00,Not Detected
2023/07/12 19:12:01,Not Detected
2023/07/12 19:12:02,Not Detected
2023/07/12 19:12:03,Detected
2023/07/12 19:12:04,Not Detected
2023/07/12 19:12:05,Not Detected
2023/07/12 19:12:06,Not Detected
2023/07/12 19:12:07,Detected
2023/07/12 19:12:08,Not Detected
2023/07/12 19:12:09,Not Detected
2023/07/12 19:12:10,Not Detected
2023/07/12 19:12:11,Not Detected
2023/07/12 19:12:12,Not Detected
2023/07/12 19:12:13,Not Detected
2023/07/12 19:12:14,Not Detected
2023/07/12 19:12:15,Detected
2023/07/12 19:12:16,Not Detected
2023/07/12 19:12:17,Not Detected
2023/07/12 19:12:18,Not Detected
2023/07/12 19:12:19,Not Detected
2023/07/12 19:12:20,Not Detected
2023/07/12 19:12:21,Not Detected
2023/07/12 19:12:22,Not Detected
2023/07/12 19:12:23,Not Detected
2023/07/12 19:12:24,Not Detected
2023/07/12 19:12:25,Not Detected
2023/07/12 19:12:26,Not Detected
2023/07/12 19:12:27,Not Detected
2023/07/12 19:12:28,Not Detected
2023/07/12 19:12:29,Not Detected
2023/07/12 19:12:30,Not Detected
2023/07/12 19:12:31,Not Detected
2023/07/12 19:12:32,Not Detected
2023/07/12 19:12:33,Not Detected
2023/07/12 19:12:34,Not Detected
2023/07/12 19:12:35,Not Detected
2023/07/12 19:12:36,Not Detected
2023/07/12 19:12:37,Not Detected
2023/07/12 19:12:38,Not Detected
2023/07/12 19:12:39,Not Detected
2023/07/12 19:12:40,Not Detected
2023/07/12 19:12:41,Not Detected
2023/07/12 19:12:42,Not Detected
2023/07/12 19:12:43,Not Detected
2023/07/12 19:12:44,Not Detected
2023/07/12 19:12:45,Not Detected
2023/07/12 19:12:46,Not Detected
2023/07/12 19:12:47,Not Detected
2023/07/12 19:12:48,Detected
2023/07/12 19:12:49,Not Detected
2023/07/12 19:12:50,Not Detected
2023/07/12 19:12:51,Not Detected
2023/07/12 19:12:52,Not Detected
2023/07/12 19:12:53,Not Detected
2023/07/12 19:12:54,Not Detected
2023/07/12 19:12:55,Not Detected
